"","X","year","semi_final","semi_draw_position","final_draw_position","country","artist_name","song_name","language","style","gender","main_singers","final_televote_points","final_jury_points","final_televote_votes","final_jury_votes","final_place","lyrics","youtube_url"
"11",17,2023,"2","2",17,"Armenia","Brunette","Future Lover","English, Armenian","Ballad","Female",1,53,69,10,15,14,"Future Lover\n\nI just wanna make art\nRead books and just find someone\nWho likes me enough to kiss my face\nI wanna explore with him and visit old bookstores\nAnd cute little things, like drink smoothies at near cafes\n\nOh oh oh…\nDrink smoothies at near cafes\nOh oh oh…\n\nOh future lover, I hope it all comes naturally\nI hope our love is quiet outside, but loud inside oh baby\nOh future lover, this song I wrote for you\nThis song I wrote for you my future lover\n\nI decide to be good, do good, look good\nI decide to be good, do good, look good\nI decide to be good, do good, look good\nI decide to be good, do good, look good\n\nIt's like a daydream, but I got some other, better plans\nI wanna scream and shout\nMy heart caught in chains\nCold heart, cold hands, fire in my veins\nFire in my veins, heart in chains\nI'm a volcano that is going to explode in a sec'\nI'm so hypnotised by someone that I've never ever met\nDon't wanna forget, am I dreaming yet?\nPoetic dream, I don՚t want it to end oh\n3 minutes of making impossible plans\n7 minutes of unnecessary panic attacks\nHere I go with the coldest hands\nHere I go with still no plans oh, still no plans\nI can't cool off, no I can't relax\nLord what I'm gonna' do my pain just attacks\nI still have the coldest hands\nOh my Lord, my Lord\nMy pain, my panic attacks, oh\n\nI decide to be good, do good, look good\nI decide to be good, do good, look good\nI decide to be good, do good, look good\nI decide to be good, do good, look good\n\nՈւ դու ինձնից հեռու\n Latin\nԼքված ես հեռու, հեռու ես դու\nԵրազումս ես ու դու էինք լուռ\nՄոլորվում էինք հեռու - հեռու հեռվում\nU du indznits' herru\n Armenian\nLk'vats yes herru, herru yes du\nYerazums yes u du eink' lurr\nMolorvum eink' herru - herru herrvum","https://youtube.com/watch?v=Co8ZJIejXBA"
"12",19,2023,"2","4",12,"Estonia","Alika","Bridges","English","Ballad","Female",1,22,146,4,22,8,"Bridges\n\nNow I'm heading home\nTo solid ground\nRealised that all the lies I've told myself have died\nBring me to the place\nWhere I belong\nFilled with all the memories and dreams I have ignored\n\nAaaaa Aaaa Aaaaa\n\nThere is always time\nTo get back on track\nTearing down the walls\nSlowly every step\nNow I see myself\nBuilding up a world of bridges\n\nThere is one more thing\nYou need to know\nThat I forgive myself for all the lies I said before\nNow I see the road\nOf leading lights\nShowing me where I should go and what to leave behind\n\nAaaa Aaaa\n\nThere is always time\nTo get back on track\nTearing down the walls\nSlowly every step\nNow I see myself\nBuilding up a world of bridges\nYou will find a way\nTo begin again\nNo more time to waste\nOr to play pretend\nNow I see myself\nBuilding up a world of bridges\n\nI remember all the things that I went through\nAll the lies and blurry lines and city lights I knew\nNow I'm strong enough to see what lays inside\nAnd I can feel it all\n\nThere is always time\nTo get back on track\nTearing down the walls\nSlowly every step\nNow I see myself\nBuilding up a world of bridges\nYou will find a way\nTo begin again\nNo more time to waste\nOr to play pretend\nNow I see myself\nBuilding up а world of bridgeѕ","https://youtube.com/watch?v=wO9g5t3VSuw"
"13",20,2023,"2","5",16,"Belgium","Gustaph","Because of You","English","Pop","Male",1,55,127,13,22,7,"Because of You\n\nAnd when the world got me going crazy\nI'll carry on\nAnd it's all because of you\nBecause of you\n\nRemember when they told us\n""You're not good enough""\nThen you came into my life\nAnd you changed my world for good\nYou told me to love myself a bit harder than yesterday\n'Cause life is too short and we sure got to celebrate\n\nAnd when the world got me going crazy\nI'll carry on\n'Cause I know I'm strong\nAnd when the world got me going crazy\nI'll carry on\nAnd it's all because of you\nBecause of you\n\nRemember when they tried to break us\nBut look at us now\nYou told me the right things at the right time\nYou got me feeling wild\n\nSee now I love myself much more than I did yesterday\n'Cause life is too short and we sure got to celebrate\n\nAnd when the world got me going crazy\nI'll carry on\n'Cause I know I'm strong\nWhen the world got me going crazy\nI'll carry on\nAnd it's all because of\n\nI'll carry on despite of the things they've said and done\nThey'll never kill this fire\nYour love will take me higher\nIt's all because of you\nBecause of you\nWell, because of you\nBecause of you I keep on going, baby, baby, for a brighter day\n\nAnd when the world got me going crazy\nI'll carry on\nSee, I'll carry on because of you\nWhen the world got me going crazy\nI'll carry on\nSay I'll carry on\nAnd when the world got me going crazy\nSee, I will carry on\nAnd it's all because of you\nBecause of you\nBecаuѕe of you","https://youtube.com/watch?v=ORhEoS6d8e4"
"14",21,2023,"2","6",7,"Cyprus","Andrew Lambrou","Break a Broken Heart","English","Ballad","Male",1,58,68,11,17,12,"Break a Broken Heart\n\nThe lights went out\nI hit the ground\nYou didn't mind that I was bleeding out\nYou filled my life\nWith minor songs\nI loved you but you loved to do me wrong\nI miss your kiss, gasoline and a matchstick\nRed Lights, flashes, rising out of the ashes\n\nI see you\nFor who you are\nBut you can't break a broken heart\n\nYou lift me up and leave me in the gutter\nTear me up and move on to another\nI'm torn apart but I am a survivor\nYou can't, you can't break a broken heart\nNo-o-o\nYou can't break a broken heart\nNo-o-o\n\nAn all-time low\nBut I'll get by\nAnd over you I'll find the highest high\nYou did your best\nTo do your worst\nI got used to all the ways it hurt\nFeel the fever telling me that I need her\nScience fiction turning into an addiction\n\nI see you\nFor who you are\nBut you can't break a broken heart\n\nYou lift me up and leave me in the gutter\nTear me up and move on to another\nI'm torn apart but I am a survivor\nYou can't, you can't break a broken heart\nNo-o-o\nYou can't break a broken heart\nNo-o-o\n\nOh I miss your kiss, gasoline and a matchstick\nRed Lights, flashes, rising from the ashes\n\nYou lift me up and leave me in the gutter\nTear me up and move on to another\nI'm torn apart but I am a ѕurvivor\nYou can't break a\nNo-o-o\n\nOh you can't break a broken\nNo-o-o\nYou can't, you can't break a broken heart\nYou can't, you can't, you can't break a broken heart\nYou can't, you can't break a broken heart\nYou can't\nYou can't break a broken heаrt","https://youtube.com/watch?v=zrFUKqTy4zI"
"15",24,2023,"2","9",4,"Poland","Blanka","Solo","English","Pop","Female",1,81,12,17,5,19,"Solo\n\nBaby\nIt's kind of crazy\nHow else to phrase it?\nWith you I've lost my senses\n\nBaby\nWhat happened to ya?\nI thought I knew ya\nBut now it's time to face it\n\nYou're hot and cold\nHigh and you're low\nMessin' with my mind\nNo, oh-oh, that's not how it goes\nSo, let me spell it out\n\nNow I'm better solo, solo\nI never let me down, didi-down-down-down\nNow I'm gonna show ya, show ya\nShow you what it is you're missing out\n\nNow I'm better solo, solo\nI never let me down, didi-down-down-down\nNow I'm gonna show ya, show ya\nHow I be getting down, solo\n\nTell me\nNow, was it worth it?\nPlayin' me dirty\nBut now who's laughing, baby?\n\nWatch me\nAll eyes on me now\nBet you regret how\nWhat goes around comes around\n\nYou're hot and cold\nHigh and you're low\nMessin' with my mind\nNo, oh-oh, that's not how it goes\nSo, let me spell it out\n\nNow I'm better solo, solo\nI never let me down, didi-down-down-down\nNow I'm gonna show ya, show ya\nShow you what it is you're missing out\n\nNow I'm better solo, solo\nI never let me down, didi-down-down-down\nNow I'm gonna show ya, show ya\nHow I be getting down, solo\n\nNo, no, I'm going solo\nYeah, ya better, better, watch me now\n'Cause I know how to let go\nGonna make it, make it on my own\n\nOh, no, I'm going solo\nYeah, ya better, better, watch me now\n'Cause I know how to let go\nSo, it's clear to see I'm\n\nNow I'm better solo, solo\nI never let me down, didi-down-down-down\nNow I'm gonna show ya, show ya\nShow you what it is you're missing out\n\nNow I'm better solo, solo\nI never let me down, didi-down-down-down\nNow I'm gonna show ya, show yа\nHow I be getting down, ѕolo","https://youtube.com/watch?v=PvQRpV1-ZhY"
"16",25,2023,"2","10",24,"Slovenia","Joker Out","Carpe Diem","Slovene","Rock","Male",1,45,33,11,6,21,"Carpe Diem\n\nMi bomo celo noč plesali\nLjubili se in se igrali\nKot da nas jutri več ne bo\n\nVedno manj besed, tanek led pod nogami žge\nMi pa bežimo s prepiha\n810.000 let moraš delat' le\nDa duša malo zadiha\n\n(An ban, pet podgan)\nTi loviš, če preživiš\n(Jaz ti bom vzel vse)\nTi ničesar ne dobiš\n(A, a, a)\nSi tega res želiš?\n\nIgra sovraštva je za vas, hvala lepa\nNe računajte na nas\nNa nas\n\nMi bomo celo noč plesali\nLjubili se in se igrali\nKot da nas jutri več ne bo\nNe bomo šteli ur do zore\nPreskakovali bomo gore\nDa nas objame nebo\n\nPrvi dež odplaknil ves bo blišč\nDa ne bi kradel magije s plesišč\nTema bo prižgala žar v očeh\n\nIgra sovraštva je za vas, hvala lepa\nNe računajte na nas\nŠe bolj na glas\n\nMi bomo celo noč plesali\nLjubili se in se igrali\nKot da nas jutri več ne bo\nNe bomo šteli ur do zore\nPreskakovali bomo gore\nSprejeli, da smo večni samo\nIn srečni samo, ko objema nas nebo\nVso noč do jutra smo plesali\nLjubili se in se igrali\nŽiveli, kot da jutri nаѕ mogoče več\nNe bo","https://youtube.com/watch?v=zDBSIGITdY4"
"17",28,2023,"2","13",1,"Austria","Teya and Salena","Who the Hell Is Edgar?","English","Pop","Female",2,16,104,4,18,15,"Who The Hell Is Edgar?\n\nOh my God, you're such a good writer\nOh, it's not me, it's Edgar\nWho the hell is Edgar?\n\nThere's a ghost in my body and he is a lyricist\nIt is Edgar Allan Poe, and I think he can't resist\nYeah, his brain is in my hand, and it's moving really fast\n\nDon't know how he possessed me, but I'm happy that he did\n'Cause this song is feeling special, and is gonna make me rich\nYeah, the words are spilling out, what the heck is this about?\n\nOh, mio padre*, there's a ghost in my body, oh oh ohh…\n\nPoe, Poe, Poe, Poe, Poe\nPoe, Poe, Poe, Poe, Poe\nPoe, Poe, Poe, Poe, Poe\nEdgar Allan, Edgar Allan\nPoe, Poe, Poe, Poe, Poe\nPoe, Poe, Poe, Poe, Poe\nPoe, Poe, Poe, Poe, Poe\nEdgar Allan Poe\n\nMaybe I should call a doctor or an exorcist\nMaybe someone out there knows where Shakespeare is so I can get a taste\nWhat's your IPI? Where's the A&R?\nGirl, call Universal, you're about to be a star\n\nPoe, Poe, Poe, Poe, Poe\nPoe, Poe, Poe, Poe, Poe\nPoe, Poe, Poe, Poe, Poe\nEdgar Allan, Edgar Allan\nPoe, Poe, Poe, Poe, Poe\nPoe, Poe, Poe, Poe, Poe\nPoe, Poe, Poe, Poe, Poe\nEdgar Allan\nWho the hell is Edgar?\n\nOh, mio padre\n(Poe, Poe, Poe…)\nThere's a ghost in my body\n(Poe, Poe, Poe…)\nOh, mio padre\n(Poe, Poe, Poe…)\nThere's a ghost in my body\n\nZero dot zero zero three\nGive me two years, and your dinner will be free\nGas station champagne is on me\nEdgar cannot pay rent for me\nZero dot zero zero\nZero dot zero zero\nZero dot zero zero three\nAt least it pays to be funny\nUgh\n\nOh, mio padre\n(Poe, Poe, Poe…)\nThere's a ghost in my body\n(Poe, Poe, Poe…)\nOh, mio padre\n(Poe, Poe, Poe…)\nThere's a ghost in my body\n(Poe, Poe, Poe…)\nOh, mio padre\n(Poe, Poe, Poe…)\nThere's a ghost in my body\n(Poe, Poe, Poe…)\nOh, mio padre\n(Poe, Poe, Poe…)\nThere's a ghost in my body\n\nOh, mio padre, there's a ghost in my body, oh oh ohh…\n\nWho the hell iѕ Edgar?\n\n*Mio Padre (Italian) = My Fаther","https://youtube.com/watch?v=ZMmLeV47Au4"
"18",29,2023,"2","14",10,"Albania","Albina and Familja Kelmendi","Duje","Albanian","Traditional","Female",1,59,17,10,4,22,"Duje\n\nDiçka mrena\nFrymën ma nal'\nS'di çka bohet, bohet\nPo du me e nal'\nÇ'ka o ka bohet?\nKrejt tu i pas'\nE krejt tu i pas'\nS'po muj me u k'naq\n\nJan' tu u nda\nVec për nji fjal'\nJan' tu u nda\nDashnin' kan' vra\nJan' tu u nda\nE kan' harru\nSe kan' nji shpi\nSofër me f'mij'\n\nDuje\nSi dikur ti duje\nAt' dashni ti ruje\nSi jeten ti duje\nMos e gjuj me gure\nSi dikur ti duje\nAt' dashni ti ruje\nSa jeten ti duje\n\nJan' tu u nda\nVec për nji fjal'\nJan' tu u nda\nDashnin' kan' vra\nJan' tu u nda\nE kan' harru\nSe kan' nji shpi\nSofër me f'mij'\n\nDuje\nSi dikur ti duje\nAt' dashni ti ruje\nSi jeten ti duje\nMos e gjuj me gure\nSi dikur ti duje\nAt' dashni ti ruje\nSa jeten ti duje\n\nDuje , duje\nJan' tu u nda\nDuje, duje\nVec për nji fjal'\nJan' tu u nda\nDashnin' kan' vra\nDuje, duje\nJan' tu u nda\nDuje, duje\nE kan' harru\nSe kаn' nji ѕhpi\nSofër me f'mij'\nDuje, duje","https://youtube.com/watch?v=mp8OG4ApocI"
"19",30,2023,"2","15",22,"Lithuania","Monika Linkyte","Stay","English","Ballad","Female",1,46,81,8,15,11,"Stay\n\nČiūto tūto\nČiūto tūto\n\nI've carried sadness with me\nI hid it well since sixteen\nAnd all the crying, all the fighting\nIt kept putting out the fire\nThat burned so bright within me\n\nAs I look back to all these years\nTo broken dreams disguising fear\nBeing someone that I'm really not\n\nJust stay with me\nMy heart is bleeding\nI need your healing\nWait for me\nWell, it ain't easy\nTo love someone like me\n\nČiūto tūto\nČiūto tūto\nČiūto tūto\nFinally my heart is beating\n\nČiūto tūto\nČiūto tūto\nČiūto tūto\nFinally my heart is beating\n\nI took it all on myself\nI asked for nobody's help\nHad to taste it and embrace it\nAll the bitterness of failure\nTo find myself within me\n\nJust stay with me\nMy heart is bleeding\nI need your healing\nWait for me\nWell, it ain't easy\nTo love someone like me\n\nČiūto tūto\nČiūto tūto\nČiūto tūto\nFinally my heart is beating\n\nČiūto tūto\nČiūto tūto\nČiūto tūto\nFinally my heart is beating\n\nJust stay\nJust ѕtаy\n\nČiūto tūto\nČiūto tūto\nČiūto tūto\nČiūto tūto\nČiūto tūto\nČiūto tūto","https://youtube.com/watch?v=68lbEUDuWUQ"
"20",31,2023,"2","16",15,"Australia","Voyager","Promise","English","Rock","Male",1,21,130,6,23,9,"Promise\n\nHave you ever done anything like this before?\nHave you ever done anything like this before?\nIf you've never done anything like this before\nThen you haven't been alive\n\nHave you ever shut all the open doors\nHave you ever just walked on out on your own\nHave you ever just lost your mind when you try to unwind\nOr are you coming right back for more?\n\nI'm here tonight\nPromise me you'll hold me till I die\nI'm by your side\nPromise me it's gonna\nPromise me it's gonna be alright\n\nAh-oh, ah-oh, ah-oh, ah-oh-oh-oh\nPromise me it's gonna be alright\nAh-oh, ah-oh, ah-oh, ah-oh-oh-oh\nPromise me it's gonna be alright\n\nHave you ever been alone too much\nHave you ever prayed for human touch\nHave you ever just lost a little part of you\nTo find a little something new?\n\nCross my heart\nTill the sky turns red in the sunrise\nSince you told me everything's alright\nAh-oh, ah-oh, ah-oh, ah-oh-oh-oh\nSince you told me everything's alright\nAh-oh, ah-oh, ah-oh, ah-oh-oh-oh\nPromise me it's gonna be alright\n\nI'm here tonight\nPromise me you'll hold me till I die\nI'm by your side\nPromise me it's gonna\nPromise me it's gonna\nPromise me it's gonna be alright\n\nAlright\n(Cross my heart\nTill the sky turns red in the sunrise)\nPromise me it'ѕ gonna be alright\n(Be аlright!)\n\nAlright","https://youtube.com/watch?v=aqtu2GspT80"
"21",32,2023,"-","-",6,"France","La Zarra","Évidemment","French","Ballad","Female",1,50,54,17,10,16,"Évidemment\n\nMon cœur, mes mains, mes yeux, mes reins\nPlus rien ne m'appartient\nJ'me fais du mal pour faire du bien\nJ'oublie comme si c'n'était rien\n\nDans mon jardin d'enfer poussent des fleurs\nQue j'arrose de mes rêves, de mes pleurs\nOn a beau être sur le toit du monde\n‎‏On ne peut toucher le ciel du doigt\n\nÉvidemment\nToutes ces belles promesses que j'entends\nC'n'est que du vent\nÉvidemment\nCar après l'beau temps vient la pluie\nC'est c'qu'on oublie\nC'est toujours trop beau pour être vrai\nMais c'n'est jamais trop laid pour être faux\nÉvidemment\nElle ne s'ra plus jamais la même\nCette fille d'avant\n\nJe vends demain, j'rachète hier\nLe temps est assassin\nJe cherche l'amour, j'ne trouve rien\nComme dans mon sac à main\n\nDans ma tête c'n'est pas tant évident\nJe cherche la vérité tout en l'évitant\nOn a beau être sur le toit du monde\n‎‏On ne peut toucher le ciel du doigt\n\nÉvidemment\nToutes ces belles promesses que j'entends\nC'n'est que du vent\nÉvidemment\nElle ne s'ra plus jamais la même\nCette fille d'avant\n\nCar moi je chante\nMa vie la vôtre et un peu de romance\nJe suis nue devant vous\nDonnez-moi donc une chance\nDe vous à moi, de moi à vous\nAi-je réussi à chanter, à chanter la grande France\n\nC'est toujours trop beau pour être vrai mais\nC'n'est jamais trop laid pour être faux\nÉvidemment\nElle ne s'ra plus jamaiѕ la même\nCette fille d'avаnt\nÉvidemment","https://youtube.com/watch?v=GWfbEFH9NvQ"
"22",33,2023,"-","-",8,"Spain","Blanca Paloma","Eaea","Spanish","Traditional","Female",1,5,95,2,21,17,"Eaea\n\nYa, ea\nYa, ea\n\nAy, ven a mí, niño mío\nAy, ven a mí, niño mío\nDuerme a mi vera\nQue en mi pecho hay abrigo\nAbriguito pa' tus penas\n\nYa, eaea, ya, eaea\nYa, eaea, ya, eaea\nLagrimitas del Nilo, noches en vela\n\nMi niño, cuando me muera\nQue me entierren en la luna\nY to'as las noches te vea\nY to'as las noches te vea\nY to'as las noches te vea\nTo'as las noches menos una\n\nAy, ven a mí, niño mío\n(Ay, niño mío, chiquito mío)\nChiquito de mis amores\nQue en la noche me iluminan\nTus ojos soles\n\nYa, eaea, ya, eaea\nYa, eaea, ya, eaea\nYa, eaea, ya, eaea\nLagrimitas del Nilo, noches en vela\n\nMi niño, cuando me muera\nQue me entierren en la luna\nY to'as las noches te vea\nY to'as las noches te vea\nY to'as las noches te vea\n\n(Vamos allá, la Blanca Paloma)\n\nMi niño, cuando me muera\nQue me entierren en la luna\nY to'as las noches te vea\nTo'as las noches menos una\n\nYa, eaea, ya, eaea\nYa, eaea, ya, eaea\nLagrimitas del Nilo, nocheѕ en vela\n\nYa, eaea, ya, eaea\nYa, eaea, ya, eaea\nYa, eaea, ya, eaeа","https://youtube.com/watch?v=NGnEoSypBhE"
"23",34,2023,"-","-",11,"Italy","Marco Mengoni","Due vite","Italian","Ballad","Male",1,174,176,29,27,4,"Due vite\n\nSiamo i soli svegli in tutto l'universo\nE non conosco ancora bene il tuo deserto\nForse è in un posto del mio cuore\nDove il sole è sempre spento\nDove a volte ti perdo\nMa se voglio ti prendo\n\nSiamo un libro sul pavimento in una casa vuota\nChe sembra la nostra\nIl caffè col limone\nContro l'hangover\nSembri una foto mossa\nE ci siamo fottuti ancora una notte\nFuori un locale\nE meno male\n\nSe questa è l'ultima\nCanzone e poi la luna esploderà\nSarò lì a dirti che sbagli, ti sbagli e lo sai\nQui non arriva la musica\nTanto lo so che tu non dormi dormi dormi dormi dormi mai\nChe giri fanno due vite\n\nSiamo i soli svegli in tutto l'universo\nA gridare un po' di rabbia sopra un tetto\nChe nessuno si sente così\nChe nessuno li guarda più i film\nI fiori nella tua camera\nLa mia maglia metallica\n\nSiamo un libro sul pavimento in una casa vuota\nChe sembra la nostra\nPersi tra le persone\nQuante parole\nSenza mai una risposta\nE ci siamo fottuti ancora una notte\nFuori un locale\nE meno male\n\nSe questa è l'ultima\nCanzone e poi la luna esploderà\nSarò lì a dirti che sbagli, ti sbagli e lo sai\nQui non arriva la musica\nE tu non dormi\nE dove sarai? Dove vai?\nQuando la vita poi esagera\nTutte le corse e gli schiaffi, gli sbagli che fai\nQuando qualcosa ti agita\nTanto lo so che tu non dormi\n\nSpegni la luce anche se non ti va\nRestiamo al buio avvolti\nSolo dal suono della voce\nAl di là della follia che balla in tutte le cose\nDue vite guarda che disordine\nSe questa è l'ultima\n(Canzone e poi la luna esploderà) canzone\nSarò lì a dirti che sbagli, ti sbagli e lo sai\nQui non arriva la musica\nTanto lo ѕo che tu non dormi, dormi, dormi, dormi, dormi mai\n\nChe giri fаnno due vite","https://youtube.com/watch?v=_iS4STWKSvk"
"24",35,2023,"-","-",19,"Ukraine","Tvorchi","Heart of Steel","English, Ukrainian","Pop","Male",1,189,54,28,10,6,"Heart of Steel\n\nSometimes gotta let it go\nSometimes gotta look away\nSometimes you just gotta know\nWhen to stick your middle finger up in the air\nI cannot explain\nTell you how I feel\nLife is just a game\nAnd I'm playing for the win\n\nDon't be scared to say just what you think\n'Cause no matter how bad, someone's listening\n\nDon't care what you say\nDon't care how you feel\nGet out of my way\n'Cause I got a heart of steel\nDon't care what you say\nOr how you feel\nOh, I got a heart of steel\n\nYou just like to act a fool\nTryna get in my head like\nWhen I turn on my headlights\nI can see right through you\nTryna get a reaction\nI just hit the action move\nНезважаючи на біль\nЯ продовжую свій бій\nСвіт палає\nА ти - дій\nNezvazhayuchy na bil'\nYa prodovzhuyu sviy biy\nSvit palaye\nA ty - diy\n\nDon't be scared to say just what you think\n'Cause no matter how bad, someone's listening\n\nDon't care what you say\nDon't care how you feel\nGet out of my way\n'Cause I got a heart of steel\nDon't care what you say\nOr how you feel\nOh, I got a heart of steel\nDon't care what you say\nOr how you feel\nOh, I got a heart of steel","https://youtube.com/watch?v=neIscK1hNxs"
"25",36,2023,"-","-",21,"Germany","Lord of the Lost","Blood & Glitter","English","Rock","Male",1,15,3,3,2,26,"Blood and Glitter\n\nBlood and glitter\nSweet and bitter\nWe're so happy we could die\n\nBlood and glitter\n\nWhat we are is but a choice\nA promise to ourselves\nWe are free to break and change\n\nNever forget? Let it go\nThis or that? No need to know\nWhether above or below\nWe are all from the same blood\n\nBlood and glitter, sweet and bitter\nWe're so happy we could die\nBlood and glitter, sweet and bitter\nWe're so happy we could die\nBlood and glitter, saint and sinner\nWe do fall before we rise\n\nNow go, go\nLet your blood flow, flow\nWith broken wings, we'll learn to fly\nWe are blood and glitter\n\nKeep your head up in the clouds\nWith two feet on the ground\nLife's too fast so make it count\n\nNever forget? Let it go\nThis or that? No need to know\nWhether above or below\nWe are all from the same blood\n\nBlood and glitter, sweet and bitter\nWe're so happy we could die\nBlood and glitter, saint and sinner\nWe do fall before we rise\n\nNow go, go\nLet your blood flow, flow\nWith broken wings, we'll learn to fly\nWe are blood and glitter\n\nLet your blood flow\nBlood and glitter\nLet your blood flow\n\nBlood and glitter, sweet and bitter\nWe're so happy we could die\nBlood and glitter, sweet and bitter\nWe're so happy we could die\nBlood and glitter, saint and sinner\nWe do fall before we rise\n\nNow go, go\nLet your blood flow, flow\nWith broken wingѕ, we'll learn to fly\nWe are blood and glitter\nBlood аnd glitter","https://youtube.com/watch?v=5I9CYu668jA"
"26",37,2023,"-","-",26,"United Kingdom","Mae Muller","I Wrote a Song","English","Pop","Female",1,9,15,2,5,25,"I Wrote A Song\n\nWhen you said you were leavin'\nTo work on your mental health\nYou didn't mention the cheating\nYou kept that one to yourself\n\nI got so mad was gonna\n\nCuss you out, outside your house\nFor everyone to see\nWanted to trash your Benz, tell all your friends\nHow cruel you were to me\n\nInstead I wrote a song\n'Bout how you did me wrong\nI could have cried at home\nAnd spent the night alone\nInstead I wrote a song\nI feel much better now\nMe and my girls are out\nAnd we all sing along\n\nInstead I wrote a song\nDa-da-da-da-da-dai…\nInstead I wrote a song\nDa-da-da-da-da-dai…\nInstead I wrote a song\n\nI kept my cool and composure\nMy mother would be so proud\nI was ready for a sentence baby\nInstead I wrote it all down\n\nOh I was gonna\nCuss you out, outside your house\nFor everyone to see\nWanted to trash your Benz, tell all your friends\nHow cruel you were to me\n\nInstead I wrote a song\n'Bout how you did me wrong\nI could have cried at home\nAnd spent the night alone\nInstead I wrote a song\nI feel much better now\nMe and my girls are out\nAnd we all sing along\n\nInstead I wrote a song\nDa-da-da-da-da-dai…\nInstead I wrote a song\nDa-da-da-da-da-dai…\nInstead I wrote a song\n\nLook into my eyes\nShe's feeling good, she feels alive\nI choose how to live my life\nI took the wrongs, I made it right\nDon't let nobody make you forget who you should be\nYou're powerful, you're all you need\nSo work it baby, come with me\n\nLet's celebrate\nDance it away\nI thought my heart would break\n\nInstead I wrote a song\n'Bout how you did me wrong\nI could have cried at home\nAnd spent the night alone\nInstead I wrote a song\nI feel much better now\nMe and my girls are out\nAnd we all sing along\n\nInstead I wrote а ѕong","https://youtube.com/watch?v=tJ21grjN6wU"
"27",40,2022,"1","3",14,"Lithuania","Monika Liu","Sentimentai","Lithuanian","Ballad","Female",1,93,35,21,10,14,"Sentimentai\n\nTuk\nTuk tuk\nNaktį į širdį pasibeldžia\nIlgesio pilna\nAtminimų lydima\nDvasia\n\nTu, tai tu, tai tu\nSeniai matytas veide\nKo juokies lyg klounas\nIš mano spindinčių akių?\n\nSukasi ratu galvoje momentai\nBėga bėga ten, kur ir Tu\nMilijonas rožių lyg sentimentai\nSkęsta jūroje debesų\n\nAh…\n\nOšia jūra nerami\nMan ašaros akyse\nViskas - jis nebesugrįš niekada\nJis atplaukė juoda puta\n\nPamenu, kaip stoviu Nidos kopų vidury\nIr žuvėdrai moju\nToli, toli…\n\nSukasi ratu galvoje momentai\nBėga bėga ten, kur ir Tu\nMilijonas rožių lyg sentimentai\nSkęsta jūroje debesų\n\nSukasi ratu galvoje momentai\nBėga bėga ten, kur ir Tu\nMilijonas rožių lyg sentimentai\nSkęstа jūroje debeѕų","https://youtube.com/watch?v=BVqSTVJhD44"
"28",41,2022,"1","4",5,"Switzerland","Marius Bear","Boys Do Cry","English","Ballad","Male",1,0,78,0,21,17,"Boys Do Cry\n\nIn my room, lives a boy who could be blue\nAnd you might never know, oh, oh\nYou think he's cavalier, he would shed more than a crocodile tear\nIf you'd go, oh\n\nHearts they get broken\nGod only knows why\nAnd sometimes aeroplanes, fall down from the sky\nAnd mountains they crumble and rivers they run dry\nAnd oh, boys do cry\n\nWhen night falls, and the moon is all we see\nDon't fear the wolf that lives in me, oh, oh\nYou think he's tough enough, he would cry love till the sun comes up\nIf you go, ooh\n\nHearts they get broken\nGod only knows why\nAnd sometimes aeroplanes, fall down from the sky\nAnd mountains they crumble and rivers they run dry\nAnd oh, boys do cry\nAnd how they cry\n\nMountains they crumble аnd rivers they run dry\nAnd oh, boyѕ do cry","https://youtube.com/watch?v=hq2HCmHv5p4"
"29",43,2022,"1","6",12,"Ukraine","Kalush Orchestra","Stefania","Ukrainian","Traditional","Male",1,439,192,39,26,1,"Stefania\n\nStefania mamo mamo Stefania\nRozkvitaye pole, a vona syviye\nZaspivay meni mamo kolyskovu\nKhochu shche pochuty tvoye ridne slovo\n\nVona mene kolysala dala meni rytm i napevne sylu voli ne zabraty v mene, bo dala vona\nNapevne znala mozhe bilʹshe i vid Solomona\nLamanymy dorohamy pryydu ya zavzhdy do tebe\nVona ne rozbudytʹ, ne budytʹ, mene v sylʹni buri\nZabere v babuli dvi duli, niby vony kuli\nDuzhe dobre znala mene ne bula obmanuta, yak bula duzhe vtomlena, hoydala mene v takt\nLyuli lyuli lyuli…\n\nStefania mamo mamo Stefania\nRozkvitaye pole, a vona syviye\nZaspivay meni mamo kolyskovu\nKhochu shche pochuty tvoye ridne slovo\n\nYA ne v pelenakh no ma no ma, khvatytʹ, yak by ya ne vyris na vyrist za rechi platytʹ\nYA ne mala dytyna, vona dali nervy tratytʹ, ya hulyav, shlyak by tebe trafyv\nTy vse moloda o mamo na piku, yakshcho ne tsinyu opiku na piku slavy meni v tupyku\nZabyvayte piku tsyu piku, ya by popik spik, svoyeyu lyubovʺyu\nLyuli lyuli lyuli…\n\nStefania mamo mamo Stefania\nRozkvitaye pole, a vona syviye\nZaspivay meni mamo kolyskovu\nKhochu shche pochuty tvoye ridne slovo\n\nStefania mamo mamo Stefania\nRozkvitaye pole, a vona syviye\nZaspivay meni mаmo kolyskovu\nKhochu shche pochuty tvoye ridne ѕlovo","https://youtube.com/watch?v=F1fl60ypdLs"
